Subregion,Location type,Capacity (m3/d),Unit size (m3/d),Technology,Membrane type (RO),Feedwater,Customer type,Industry,Customer,Plant type,Plant supplier,Plant supplier share,Procurement model,EPC price,Product water salinity,EPC contractor (desal),Equipment supplier : Membranes (Not specified / Other),Holding Company,RO System,RO Feed Pump Drive,RO Membrane Type,RO Pre Treament 1st Stage,Pretreatment
East Asia / Pacific,Land based,1272,1272,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Kyushu,Stand-alone,Kurita Water Industries Ltd,,EPC,"1,280,000 USD",,,"Desalination Systems, Inc. ",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1270,1270,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,Ace Water Treatment Co. Ltd,100,EPC,"1,270,000 USD",,Ace Water Treatment Co. Ltd,Ace Water Treatment Co. Ltd,Ace Water Treatment Co. Ltd,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1200,1200,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"1,210,000 USD",,Organo,Nitto Denko Corporation,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1200,1200,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"860,000 USD",,,"Toray Industries, Inc.",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1200,1200,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"860,000 USD",,Organo,"Toray Industries, Inc.",Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1180,1180,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),Electronics,,Stand-alone,Kurita Water Industries Ltd,,EPC,"1,700,000 USD",,,Nitto Denko Corporation,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1080,1080,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"780,000 USD",,,"Toray Industries, Inc.",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1000,1000,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"720,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1000,1000,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"1,010,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1000,1000,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,,,EPC,"1,450,000 USD",,,Kurita Water Industries Ltd,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1000,1000,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"720,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,1000,1000,RO (Reverse Osmosis),Spiral Wound Membrane,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),Power,,Stand-alone,Organo,100,EPC,"2,610,000 USD",,Organo,"Toray Industries, Inc.",Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,840,840,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"860,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,720,720,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"740,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,720,720,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,100,EPC,"1,050,000 USD",,Kurita Water Industries Ltd,"Toray Industries, Inc.",Kurita Water Industries Ltd,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,720,720,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),Electronics,,Stand-alone,Kurita Water Industries Ltd,100,EPC,"1,050,000 USD",,Kurita Water Industries Ltd,"Toray Industries, Inc. / Nitto Denko Corporation",Kurita Water Industries Ltd,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,720,720,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),Power,,Stand-alone,Organo,100,EPC,"530,000 USD",,Organo,Nitto Denko Corporation,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,700,700,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,,,EPC,"510,000 USD",,,Kurita Water Industries Ltd,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,700,700,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"510,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,650,325,RO (Reverse Osmosis),Spiral Wound Membrane,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),Power,"Kansai Electric Power Company, Inc.",Stand-alone,,,EPC,"1,730,000 USD",,,"Toray Industries, Inc. / Nitto Denko Corporation",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,643,643,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"660,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,600,600,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"440,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,600,600,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"440,000 USD",,Organo,"Toray Industries, Inc.",Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,600,600,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),Electronics,,Stand-alone,Kurita Water Industries Ltd,,EPC,"440,000 USD",,,"Toray Industries, Inc. / Nitto Denko Corporation",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,600,600,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"620,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,600,600,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"440,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,516,516,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"530,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,500,500,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,,,EPC,"740,000 USD",,,Kurita Water Industries Ltd,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,500,500,RO (Reverse Osmosis),Hollow Fibre Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Ebara Corporation,100,EPC,"370,000 USD",,Ebara Corporation,DuPont (now Dupont Water Solutions),Ebara Corporation,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
East Asia / Pacific,Land based,500,500,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"370,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,480,480,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"350,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,480,480,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"350,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,480,480,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),General,Mitsubishi Corporation,Stand-alone,Kurita Water Industries Ltd,,EPC,"350,000 USD",,,Koch Membrane Systems,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,480,480,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),General,Mitsubishi Corporation,Stand-alone,Sasakura Engineering Co Ltd ,100,EPC,"500,000 USD",,Sasakura Engineering Co Ltd ,DuPont (now Dupont Water Solutions),Sasakura Engineering Co Ltd ,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
East Asia / Pacific,Land based,480,480,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"350,000 USD",,,Nitto Denko Corporation,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,480,480,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"350,000 USD",,Organo,"Toray Industries, Inc.",Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,432,216,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"640,000 USD",,,Nitto Denko Corporation,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,400,400,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Unitika Ltd.,100,EPC,"590,000 USD",,Unitika Ltd.,"Toray Industries, Inc.",Unitika Ltd.,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,400,400,RO (Reverse Osmosis),Spiral Wound Membrane,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Stand-alone,,,EPC,"330,000 USD",,,Kurita Water Industries Ltd,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,400,400,RO (Reverse Osmosis),Spiral Wound Membrane,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Stand-alone,,,EPC,"330,000 USD",,,Kurita Water Industries Ltd,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,360,360,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"370,000 USD",,Organo,"Toray Industries, Inc.",Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,360,360,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"370,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,360,360,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"530,000 USD",,,"Toray Industries, Inc.",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,327,327,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,Toyo Engineering Corporation,Stand-alone,Nomura Micro Science,100,EPC,"240,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,315,315,RO (Reverse Osmosis),,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,,Stand-alone,Ace Water Treatment Co. Ltd,100,EPC,"840,000 USD",,Ace Water Treatment Co. Ltd,,Ace Water Treatment Co. Ltd,Single Pass,Electric Motor,,,  
East Asia / Pacific,Land based,312,312,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"320,000 USD",,Organo,"Toray Industries, Inc.",Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,300,300,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"220,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,300,300,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),Metals,,Stand-alone,Unitika Ltd.,100,EPC,"450,000 USD",,Unitika Ltd.,"Toray Industries, Inc.",Unitika Ltd.,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,288,288,RO (Reverse Osmosis),Hollow Fibre Membrane,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,Toyobo Co. Ltd.,100,EPC,"770,000 USD",,Toyobo Co. Ltd.,Toyobo Co. Ltd.,Toyobo Co. Ltd.,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
East Asia / Pacific,Land based,264,264,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"390,000 USD",,,"Toray Industries, Inc.",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,250,250,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"260,000 USD",,Organo,,Organo,,,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,,,EPC,"640,000 USD",,,"Toray Industries, Inc.",,Single Pass,Electric Motor,,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,Hitachi,Stand-alone,Kurita Water Industries Ltd,,EPC,"250,000 USD",,,"Toray Industries, Inc. / UOP",,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"180,000 USD",,,Nitto Denko Corporation,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Unitika Ltd.,100,EPC,"360,000 USD",,Unitika Ltd.,,Unitika Ltd.,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Unitika Ltd.,100,EPC,"360,000 USD",,Unitika Ltd.,,Unitika Ltd.,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"180,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"250,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,240,240,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"250,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,216,216,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"160,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,214,214,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"160,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,200,200,RO (Reverse Osmosis),Hollow Fibre Membrane,Wastewater,Demonstration,,MITI ,Stand-alone,Kobelco Eco-Solutions,100,EPC,"300,000 USD",,Kobelco Eco-Solutions,,Kobe Steel Group,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
East Asia / Pacific,Land based,200,200,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Organo,100,EPC,"150,000 USD",,Organo,,Organo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,199,199,RO (Reverse Osmosis),Spiral Wound Membrane,Wastewater,Industry (TDS <10ppm),,,Stand-alone,Kurita Water Industries Ltd,,EPC,"300,000 USD",,,Koch Membrane Systems,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,192,192,RO (Reverse Osmosis),Spiral Wound Membrane,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,"Toray Industries, Inc.",100,EPC,"510,000 USD",,"Toray Industries, Inc.","Toray Industries, Inc.","Toray Industries, Inc.",,,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,192,192,RO (Reverse Osmosis),Spiral Wound Membrane,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,,Stand-alone,"Toray Industries, Inc.",100,EPC,"510,000 USD",,"Toray Industries, Inc.","Toray Industries, Inc.","Toray Industries, Inc.",Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,180,180,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,Nomura Micro Science,100,EPC,"130,000 USD",,Nomura Micro Science,"Toray Industries, Inc.",Nomura Micro Science,Single Pass,Electric Motor,Spiral Wound Membrane,,  
